District,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Crop,Water Consumption (liters/hectare),Water Availability (liters/hectare),Soil & Irrigation
Jaipur,7.04359454,1.791284809,31.72026961,21.7417087,35.51084967,Mustard,10049.30966,10249.80054,Clay-Sprinkler Irrigation
Bhilwara,7.639174317,1.745393319,25.7682014,17.07546173,37.60620714,Onion,16143.44067,15430.88403,Nitrogenous-Sprinkler Irrigation
Kota,8.073015072,1.611314258,37.79394592,12.34769295,48.14821066,Wheat,10667.1362,10413.16459,Saline-Sprinkler Irrigation
Alwar,7.177213964,1.169458292,32.51626032,9.682984238,38.41324754,Maize,8905.040178,9063.974238,Nitrogenous-Sprinkler Irrigation
Alwar,7.752867716,1.956649432,36.28809528,22.03028061,38.82537864,Fenugreek,15779.47233,16378.98245,Black lava soil-Canal Irrigation
Bhilwara,6.805728723,1.199864448,23.91358654,20.79731253,35.53606242,Coriander,11178.38913,11911.93894,Saline-Tube Well
Nagaur,7.914114845,2.545430835,27.68530244,19.2502964,32.83424093,Pulses,12519.90317,13319.6976,Chalky (Calcareous)-Tube Well
Bhilwara,8.39238752,2.006725182,28.87573472,15.35603959,54.67828951,Gram,7554.884209,7160.540362,Saline-Canal Irrigation
Sri Ganganagar,7.18229506,1.979353656,32.78011048,17.04357606,30.76713476,Gram,9338.785099,9337.61893,Nitrogenous-Drip Irrigation
Kota,7.471046125,1.6324416,29.0703776,12.00302619,51.38543249,Citrus,13949.24518,14025.50808,Sandy-Tube Well
Nagaur,7.65494739,1.363207226,27.9268655,15.0241302,42.74841593,Wheat,8855.178853,8711.475234,Alkaline-Canal Irrigation
Jodhpur,7.737875996,2.294819616,16.74085968,26.83194706,36.31131648,Pulses,15473.72064,14767.45084,Loamy-Drip Irrigation
Ajmer,6.233876957,2.341034745,30.63088952,18.88762552,50.23431098,Fenugreek,7548.906593,8116.825483,Sandy-Canal Irrigation
Ajmer,7.309618298,1.365267367,29.15849788,22.99551666,33.96120304,Opium,9343.571349,8769.848364,Clay-Sprinkler Irrigation
Udaipur,6.774536054,2.037788186,35.24432071,19.85391797,43.87557561,Pulses,12581.68561,11774.35287,Loamy-Canal Irrigation
Jodhpur,7.234272724,1.216070287,31.73354989,32.55778276,30.79961128,Fenugreek,10023.93048,9684.380015,Chalky (Calcareous)-Sprinkler Irrigation
Udaipur,8.090320456,1.686343277,30.22611354,20.25598951,37.49107904,Fenugreek,9823.318137,9427.97056,Saline-Canal Irrigation
Bhilwara,7.206071848,2.115305424,24.33289491,21.74961858,35.52322813,Pomegranate,12193.86909,11979.82023,Loamy-Drip Irrigation
Bhilwara,8.0035786,2.258997388,30.13102376,18.48217837,39.59541331,Garlic,8554.083985,8965.299594,Saline-Sprinkler Irrigation
Jodhpur,6.90273853,2.142901643,25.77423021,22.76694492,39.83037387,Mango,11665.67213,11731.16326,Sandy-Drip Irrigation
Alwar,7.389200153,1.279509183,34.79408153,25.63843147,30.26328763,Gram,9773.41397,9352.59512,Black lava soil-Drip Irrigation
Kota,7.964122846,1.751734132,24.23253787,21.33921819,35.88232515,Coriander,8088.553494,8587.062097,Nitrogenous-Sprinkler Irrigation
Alwar,7.977042551,2.609240107,41.01006962,18.21953976,40.5478579,Bajra,6214.929226,6289.796212,Loamy-Canal Irrigation
Alwar,7.36353334,1.582155497,35.48610096,24.33593706,37.51322814,Chilli,13620.51432,14303.6812,Loamy-Drip Irrigation
Jaipur,7.679737899,3.174537893,26.41978282,17.91687347,39.68438493,Gram,8239.982405,9048.975322,Loamy-Canal Irrigation
Udaipur,7.017108684,1.730713163,27.66620594,12.58507784,35.91158802,Oilseeds,10035.75335,9874.781361,Nitrogenous-Drip Irrigation
Nagaur,7.169582882,1.213505371,24.73726404,24.97149413,41.27365569,Onion,7361.595151,7776.958274,Black lava soil-Canal Irrigation
Kota,8.073015072,1.611314258,37.79394592,12.34769295,48.14821066,Wheat,10667.1362,10413.16459,Saline-Sprinkler Irrigation
Alwar,7.285840871,1.994767435,24.32914427,25.14590218,31.02928244,Mango,9255.737043,8560.526967,Loamy-Canal Irrigation
Jodhpur,6.933607524,2.175185108,25.77837981,20.51242321,37.58586205,Wheat,8811.686999,8512.323275,Clay-Drip Irrigation
Ajmer,7.84793192,2.586721138,28.63727639,18.29700647,42.50071517,Wheat,7206.720663,7201.975878,Nitrogenous-Canal Irrigation
Alwar,7.585734659,2.576324052,23.91298103,22.33975211,34.14859647,Guava,8522.951454,9029.965796,Clay-Sprinkler Irrigation
Jaipur,7.279075536,2.055443191,38.52296047,14.45943771,44.8802036,Maize,12260.05726,12048.59391,Sandy-Tube Well
Hanumangarh,7.47261082,1.538793508,30.03681341,12.60726532,37.5618329,Cotton,13407.00554,13559.71025,Alkaline-Tube Well
Kota,7.36719772,1.800060881,29.42679582,21.32134136,39.24941524,Onion,9516.809647,9391.520685,Chalky (Calcareous)-Drip Irrigation
Jodhpur,7.633409198,1.83043886,31.85030558,19.3813366,42.28902805,Garlic,13431.99664,13550.22437,Alkaline-Canal Irrigation
Hanumangarh,8.13042476,2.308331988,30.43986774,17.79862682,37.35500793,Sugarcane,12579.51717,11595.32163,Sandy-Canal Irrigation
Sri Ganganagar,7.840681163,1.423153859,33.77366649,20.99711993,42.36519141,Citrus,9251.044913,9812.50751,Saline-Canal Irrigation
Hanumangarh,7.381775582,1.940190188,24.48407809,24.10276751,40.92154532,Oilseeds,13466.50169,13436.62449,Loamy-Sprinkler Irrigation
Jodhpur,7.224724034,2.158179161,25.57375657,20.90531371,46.51639019,Pomegranate,8894.338097,9807.526959,Clay-Canal Irrigation
Kota,8.299160904,2.366773907,30.04391827,18.81158342,40.38304535,Pulses,10097.40363,10012.82923,Chalky (Calcareous)-Sprinkler Irrigation
Jodhpur,7.809443149,2.819179866,31.90654806,21.55826428,32.40544587,Oilseeds,14182.05859,13473.10426,Loamy-Canal Irrigation
Hanumangarh,6.881932102,2.62716918,33.65500313,22.69217479,43.57867121,Bajra,8975.988385,9476.698683,Loamy-Sprinkler Irrigation
Bhilwara,6.655408481,1.76436813,20.12256114,23.75549727,29.67458477,Garlic,11735.78923,11722.72282,Alkaline-Drip Irrigation
Hanumangarh,7.331806527,2.480152398,32.31241812,14.10315439,40.86127193,Garlic,12947.54617,12369.10912,Clay-Drip Irrigation
Alwar,8.002962256,1.436251951,35.63954497,20.77246833,38.31723705,Bajra,12145.25496,11292.3144,Loamy-Tube Well
Nagaur,7.660465031,1.506067045,33.6151897,20.42756665,31.42145841,Bajra,13129.22669,13708.07166,Saline-Drip Irrigation
Ajmer,7.407451175,2.606064602,23.80205994,23.03920169,45.50665082,Wheat,10071.42556,10243.77095,Clay-Canal Irrigation
Bhilwara,7.869118615,1.428330504,30.43736877,21.16521476,36.40967608,Wheat,14163.87759,13331.73667,Alkaline-Drip Irrigation
Jaipur,6.882744001,1.484016858,27.79870398,26.44037862,40.072545,Citrus,9565.529047,10102.78989,Saline-Canal Irrigation
Nagaur,6.842279346,2.654722051,28.61555322,16.64139605,33.72919507,Mustard,6437.264173,6434.717137,Saline-Drip Irrigation
Jaipur,8.749215242,1.885997137,22.96511269,22.01134039,46.60497895,Bajra,8846.00298,7904.286715,Saline-Sprinkler Irrigation
Sri Ganganagar,8.053355212,0.862689484,28.97935116,35.58840565,39.93978224,Cumin,11156.11974,11737.3687,Sandy-Tube Well
Alwar,7.784136689,2.543190356,31.66684926,7.535947503,37.50430524,Onion,9334.133898,10141.30891,Chalky (Calcareous)-Drip Irrigation
Alwar,7.558289256,2.535757968,22.46732985,10.17222054,37.06442365,Tomato,14275.04322,14160.2006,Chalky (Calcareous)-Canal Irrigation
Ajmer,7.185481069,1.941172534,30.07513875,10.41325557,32.64436797,Fenugreek,9733.308656,9502.633933,Alkaline-Canal Irrigation
Kota,7.52984594,2.05309146,26.81095654,19.71081694,45.63894014,Garlic,12183.56791,12086.78709,Black lava soil-Drip Irrigation
Sri Ganganagar,6.68303852,1.787584326,32.51249848,15.54625568,32.86586712,Bajra,15528.13214,15790.83755,Alkaline-Sprinkler Irrigation
Jodhpur,8.662336653,1.991496963,32.52510544,20.42259238,36.43207665,Coriander,12376.56369,12507.71287,Black lava soil-Canal Irrigation
Ajmer,8.577464339,1.842351672,25.2948865,21.23041808,35.98859986,Oilseeds,12807.00621,13128.47439,Alkaline-Drip Irrigation
Alwar,7.595788698,2.253120495,37.2365285,22.84051603,34.75172251,Fennel,11917.2482,11696.38075,Clay-Sprinkler Irrigation
Jaipur,7.704532469,2.333313942,23.25037181,17.72400548,33.26373041,Onion,8018.848007,7953.113687,Clay-Canal Irrigation
Alwar,7.645601378,1.818213353,29.079838,7.560889712,38.89109298,Tomato,12226.92394,12060.76864,Clay-Tube Well
Kota,7.964122846,1.751734132,24.23253787,21.33921819,35.88232515,Coriander,8088.553494,8587.062097,Nitrogenous-Sprinkler Irrigation
Nagaur,8.199743213,1.685672847,28.61243191,14.81845376,38.98269429,Sugarcane,16502.99341,16317.00712,Alkaline-Drip Irrigation
Bhilwara,7.183559863,2.094664154,31.48622137,14.05383767,45.26992886,Chilli,14638.50661,15448.41821,Nitrogenous-Drip Irrigation
Kota,7.601617977,1.771183375,30.9284429,27.54565507,43.02803116,Cumin,9033.17584,9957.40999,Loamy-Tube Well
Ajmer,6.892596932,0.895859612,28.84706801,20.67929712,39.73747466,Citrus,8913.253097,8943.991562,Chalky (Calcareous)-Tube Well
Kota,7.864531823,2.175582734,31.70830116,18.64342511,33.91709598,Bajra,6001.7501,5525.327312,Clay-Drip Irrigation
Jaipur,8.298698647,2.322344902,26.72615112,17.4469575,40.39957632,Tomato,9973.846375,9908.948352,Alkaline-Canal Irrigation
Jaipur,7.699734686,2.155236377,24.36368104,14.21529301,41.6125233,Garlic,8378.946113,8927.261688,Saline-Canal Irrigation
Sri Ganganagar,7.469798135,2.563890125,30.43055434,16.26538357,44.95083119,Cumin,6194.533536,6140.8546,Clay-Canal Irrigation
Sri Ganganagar,8.096793268,1.329755679,28.40086861,20.7215501,30.83147116,Wheat,7730.72988,6740.789558,Clay-Sprinkler Irrigation
Hanumangarh,7.169487473,1.742530647,27.71651192,21.69496757,42.28124744,Wheat,11628.13462,11553.89251,Black lava soil-Drip Irrigation
Udaipur,7.373161961,1.827417647,32.44627268,23.43176778,35.80553663,Barley,12064.057,11149.68607,Loamy-Canal Irrigation
Ajmer,7.658726631,1.833569798,29.53306571,17.35333944,32.42764845,Bajra,11392.33063,10973.48962,Loamy-Sprinkler Irrigation
Jaipur,7.694156003,2.62475245,23.33611301,18.25280336,36.13715626,Cumin,7901.998227,8134.695576,Alkaline-Drip Irrigation
Udaipur,7.325921302,1.962536722,28.15690317,24.03523208,45.59843889,Citrus,7995.988967,8715.285788,Chalky (Calcareous)-Sprinkler Irrigation
Hanumangarh,6.679309942,2.006111774,24.01667204,18.67219744,46.85050927,Mustard,13775.39657,13663.8373,Alkaline-Sprinkler Irrigation
Alwar,7.579046949,2.016721734,29.5905281,24.95595556,43.73722486,Oilseeds,10271.70642,9876.14555,Alkaline-Tube Well
Jodhpur,6.804889037,2.07888072,24.51315841,12.61537536,36.30314296,Maize,10498.52889,10870.41817,Loamy-Sprinkler Irrigation
Alwar,7.668138945,1.631485319,35.28362456,24.83403552,43.59584333,Gram,12648.40604,12091.90025,Black lava soil-Drip Irrigation
Jodhpur,7.454077618,1.956282336,32.74159814,24.74797286,39.70292409,Tomato,8693.042665,9179.997547,Loamy-Drip Irrigation
Hanumangarh,7.788536092,1.910988355,30.77577671,18.00858483,40.58794315,Oilseeds,7516.005473,7027.114524,Alkaline-Canal Irrigation
Jaipur,7.262102278,1.586944004,26.5649295,13.24722018,39.62064275,Mustard,12358.59781,12684.56108,Loamy-Tube Well
Sri Ganganagar,7.768145455,0.901936089,29.18938012,20.71524385,44.24805994,Citrus,8894.466283,9044.751661,Sandy-Canal Irrigation
Udaipur,7.578563959,2.088094911,26.66575642,20.98958334,36.96263856,Citrus,13588.23035,14184.6768,Black lava soil-Canal Irrigation
Udaipur,7.39201974,2.468738746,38.17533197,26.55846725,34.53929203,Onion,13264.42618,13140.39368,Loamy-Drip Irrigation
Alwar,7.483859694,2.320271468,30.61539101,19.43435974,33.50391818,Maize,9862.175812,10281.55341,Nitrogenous-Tube Well
Alwar,6.481889749,2.023746734,28.75464078,11.63553049,42.02106433,Oilseeds,12587.97505,12995.77918,Black lava soil-Canal Irrigation
Ajmer,6.892596932,0.895859612,28.84706801,20.67929712,39.73747466,Citrus,8913.253097,8943.991562,Chalky (Calcareous)-Tube Well
Jodhpur,7.918577243,1.839420481,22.07187147,25.70033923,35.81454933,Coriander,9052.480195,9852.96903,Alkaline-Tube Well
Kota,7.037055048,1.943166655,29.28170235,19.17459717,40.15879728,Fenugreek,12237.94364,11518.68503,Loamy-Sprinkler Irrigation
Kota,7.822297716,1.808773801,20.1201835,17.14842966,34.10445893,Cotton,11279.21839,12182.77488,Alkaline-Sprinkler Irrigation
Alwar,7.645601378,1.818213353,29.079838,7.560889712,38.89109298,Tomato,12226.92394,12060.76864,Clay-Tube Well
Sri Ganganagar,7.469798135,2.563890125,30.43055434,16.26538357,44.95083119,Cumin,6194.533536,6140.8546,Clay-Canal Irrigation
Sri Ganganagar,7.454300221,1.959560751,30.26129245,14.69697467,36.41491925,Gram,13899.57854,13443.8468,Nitrogenous-Tube Well
Alwar,7.493347682,1.700088988,22.20606502,24.09686634,42.11944741,Bajra,13113.39831,12679.3328,Loamy-Sprinkler Irrigation
Ajmer,8.100965835,2.004394221,30.28932024,18.67203683,43.42225239,Onion,15252.10665,15357.75444,Loamy-Tube Well
Sri Ganganagar,7.435561311,1.745453097,32.42679954,15.75447575,41.52832784,Garlic,11609.33089,11335.91998,Clay-Tube Well
Bhilwara,7.3512589,2.655991869,31.60392863,20.97025972,33.64969456,Garlic,5666.525491,6511.065722,Black lava soil-Drip Irrigation
Alwar,8.232605252,1.554228255,30.34852135,16.74671689,38.36676218,Gram,10309.74413,9326.581342,Black lava soil-Tube Well
Nagaur,7.788225673,1.245722016,30.92485288,22.26378176,48.53664905,Cotton,10268.31714,9304.147579,Black lava soil-Drip Irrigation
Bhilwara,6.964904219,2.859520306,25.51833671,21.09651169,43.95929655,Citrus,8808.136977,8688.506994,Clay-Tube Well
Kota,7.024407815,1.82908909,24.9653632,20.2391266,37.1790191,Opium,7811.48675,8738.673825,Nitrogenous-Sprinkler Irrigation
Bhilwara,7.743652619,2.535964933,25.60358609,21.7429756,39.37412786,Pomegranate,7285.115978,7134.659692,Saline-Canal Irrigation
Kota,7.749547908,1.153864584,29.14807117,15.93588205,44.14029407,Barley,10002.79758,10673.14744,Nitrogenous-Sprinkler Irrigation
Jodhpur,6.809700647,1.781922279,28.71189757,19.65183273,43.44582229,Chilli,11778.05954,11144.55454,Nitrogenous-Sprinkler Irrigation
Jaipur,7.185664876,0.690933401,22.59209614,13.30265113,40.6759517,Bajra,6705.033459,7024.611146,Alkaline-Drip Irrigation
Jaipur,6.727531327,1.730347493,31.93191327,24.18882111,36.60384673,Pulses,12139.67822,13020.55289,Chalky (Calcareous)-Sprinkler Irrigation
Ajmer,6.813082588,2.689234814,30.57912294,21.94802262,28.89789496,Garlic,15569.29897,16525.34409,Nitrogenous-Drip Irrigation
Bhilwara,7.249382946,1.775728582,31.19277477,13.54719289,39.28370542,Opium,6808.763795,5954.602802,Alkaline-Canal Irrigation
Hanumangarh,7.130971458,2.090625581,32.30135812,20.9742117,34.9015234,Coriander,5538.563917,6467.70442,Nitrogenous-Drip Irrigation
Jodhpur,7.382144378,1.530268379,35.59622459,18.52772121,47.26377773,Fennel,9165.321933,8174.462016,Alkaline-Canal Irrigation
Alwar,7.340625842,1.485094076,29.38327968,21.54523722,36.7215614,Bajra,12502.22588,13450.4404,Chalky (Calcareous)-Tube Well
Jaipur,6.882744001,1.484016858,27.79870398,26.44037862,40.072545,Citrus,9565.529047,10102.78989,Saline-Canal Irrigation
Jodhpur,6.714559271,2.677786468,26.9457118,22.52241628,32.18482847,Opium,12416.92132,11587.53441,Alkaline-Tube Well
Hanumangarh,6.513955487,2.144014184,22.78037226,22.22426769,42.0578286,Bajra,5979.184725,5235.677515,Nitrogenous-Sprinkler Irrigation
Jodhpur,6.931483558,1.589092586,36.51295198,20.6883097,37.24706466,Pulses,11188.18907,11450.85822,Saline-Canal Irrigation
Sri Ganganagar,7.435561311,1.745453097,32.42679954,15.75447575,41.52832784,Garlic,11609.33089,11335.91998,Clay-Tube Well
Bhilwara,7.55672802,2.092918814,34.59935758,25.0946162,37.02894564,Sugarcane,15072.94575,15441.57362,Black lava soil-Sprinkler Irrigation
Kota,6.805350635,1.902150734,35.3004487,19.74238536,42.51545184,Cumin,15088.2259,16048.32005,Alkaline-Drip Irrigation
Jaipur,7.85470549,1.929723257,26.84379432,22.99725343,41.9285542,Pulses,11001.11378,11027.36526,Nitrogenous-Canal Irrigation
Udaipur,7.194183132,2.559316167,30.06521687,19.10374487,39.44997251,Oilseeds,16822.45737,16805.75411,Black lava soil-Drip Irrigation
Udaipur,8.133980244,1.987800716,22.88885175,24.21256948,43.77479383,Garlic,14888.01041,15668.09674,Alkaline-Drip Irrigation
Ajmer,7.65656607,2.343532898,37.3327043,14.44209875,39.82087211,Onion,8254.397481,7738.510517,Sandy-Sprinkler Irrigation
Hanumangarh,7.891679355,1.264755224,23.68615112,16.12062588,40.39482023,Pulses,13493.23356,14444.78737,Nitrogenous-Tube Well
Nagaur,7.835765586,2.76401568,34.43751984,23.80423327,40.30042997,Maize,9778.388589,10363.86693,Saline-Tube Well
Nagaur,7.71856339,2.046027569,32.38120177,32.64963875,35.03203498,Citrus,9548.801034,9866.961109,Black lava soil-Tube Well
Udaipur,7.991926172,2.062943265,27.61724288,13.47705278,35.53202493,Mango,7381.405459,6785.18612,Alkaline-Sprinkler Irrigation
Hanumangarh,7.010349885,2.081680177,36.57037491,15.25625652,45.30628129,Fennel,12894.04065,13842.29579,Chalky (Calcareous)-Sprinkler Irrigation
Udaipur,7.159913262,1.357806482,37.37939575,22.45722755,38.85459485,Pomegranate,11020.64323,11888.3408,Chalky (Calcareous)-Drip Irrigation
Jaipur,7.620620124,2.042252573,33.98997275,24.61754308,34.74688339,Sugarcane,15539.12148,15771.56347,Loamy-Sprinkler Irrigation
Kota,7.495408823,1.741121276,31.0890117,22.37794218,31.26552154,Oilseeds,8623.140124,7838.507781,Saline-Drip Irrigation
Hanumangarh,6.513955487,2.144014184,22.78037226,22.22426769,42.0578286,Bajra,5979.184725,5235.677515,Nitrogenous-Sprinkler Irrigation
Ajmer,7.218026256,1.591891378,30.39071531,24.30818062,40.69530199,Citrus,8172.130834,8290.318493,Nitrogenous-Tube Well
Alwar,6.942976775,2.129330574,31.06369888,23.91436867,37.84437215,Chilli,6549.980603,6429.088352,Nitrogenous-Drip Irrigation
Hanumangarh,6.679309942,2.006111774,24.01667204,18.67219744,46.85050927,Mustard,13775.39657,13663.8373,Alkaline-Sprinkler Irrigation
Kota,7.024407815,1.82908909,24.9653632,20.2391266,37.1790191,Opium,7811.48675,8738.673825,Nitrogenous-Sprinkler Irrigation
Ajmer,8.683707182,1.811117556,23.5452889,17.96512817,40.07002484,Bajra,13707.24851,13088.40604,Sandy-Tube Well
Kota,7.36719772,1.800060881,29.42679582,21.32134136,39.24941524,Onion,9516.809647,9391.520685,Chalky (Calcareous)-Drip Irrigation
Kota,7.351066598,2.384515828,27.36305469,19.97446684,41.99381882,Guava,12720.05023,11959.80721,Saline-Sprinkler Irrigation
Hanumangarh,7.579044613,1.861227872,36.4563692,22.10890037,46.55095954,Chilli,7487.903069,7764.943093,Alkaline-Drip Irrigation
Alwar,7.641526581,1.830344406,29.79331398,20.09799808,35.9878498,Mustard,8001.6475,7660.096767,Saline-Sprinkler Irrigation
Jodhpur,7.206792426,1.690113936,25.45615165,28.42262417,44.21148664,Oilseeds,8050.000575,7448.173346,Saline-Drip Irrigation
Nagaur,8.085858957,1.411913332,32.43780149,25.90945546,42.40454046,Mustard,14383.74002,14696.95106,Alkaline-Drip Irrigation
Sri Ganganagar,7.947116387,1.616838738,28.67727051,21.82879993,30.292161,Fennel,7090.404122,7603.524009,Loamy-Canal Irrigation
Ajmer,7.481053459,3.194185996,35.92128323,23.61413447,40.55899579,Mustard,11298.74409,11921.78615,Black lava soil-Sprinkler Irrigation
Nagaur,7.165827403,1.969462164,24.70779683,7.509694913,41.00229816,Guava,9964.905629,10217.83412,Alkaline-Sprinkler Irrigation
Kota,7.657064748,1.841958519,31.57169342,22.19575067,44.16589716,Onion,7674.505236,6978.803847,Nitrogenous-Sprinkler Irrigation
Udaipur,7.313662208,1.878650626,20.54994914,17.72602641,34.80096734,Garlic,6549.114929,5607.100301,Alkaline-Tube Well
Jodhpur,7.237668796,2.246827424,36.48031531,14.46421592,38.17247032,Gram,9703.994034,8872.616567,Clay-Canal Irrigation
Udaipur,7.54350824,1.481928214,34.28368711,21.99024108,41.97289993,Citrus,11118.11462,10172.8164,Clay-Canal Irrigation
Alwar,7.475517485,2.35570529,45.56455101,24.04018095,35.75967201,Maize,8278.907987,7492.536013,Black lava soil-Tube Well
Alwar,7.575703698,1.710524121,25.51816226,17.75652159,41.17129632,Fenugreek,13261.73045,13985.77701,Black lava soil-Tube Well
Udaipur,7.578563959,2.088094911,26.66575642,20.98958334,36.96263856,Citrus,13588.23035,14184.6768,Black lava soil-Canal Irrigation
Nagaur,7.46127827,1.402353118,37.25463774,29.03598322,31.58670653,Cotton,8929.086542,9328.315784,Loamy-Canal Irrigation
